card_set_id,clan,rarity,cost,CardName,card_id,Code
10005,Shadowcraft,Silver,4,Caterpillar of Riddles,105521030,6IX-6
10005,Shadowcraft,Silver,2,Siren's Tears,105522010,6IYDQ
10005,Shadowcraft,Gold,6,"Odile, Black Swan",105531010,6IaQ2
10005,Shadowcraft,Gold,5,Ded Moroz,105531020,6IaQC
10005,Shadowcraft,Gold,2,Poisoned Apple of Rebirth,105534010,6Ib8w
10005,Shadowcraft,Legendary,7,Dark Alice,105541010,6IcsI
10005,Shadowcraft,Legendary,4,Corpselord of Woe,105541020,6IcsS
10005,Bloodcraft,Bronze,3,Disagreeable Demon,105611010,6Ity2
10005,Bloodcraft,Bronze,5,Big Knuckle Bodyguard,105611020,6ItyC
10005,Bloodcraft,Bronze,2,Tove,105611030,6ItyM
10005,Bloodcraft,Bronze,3,Demon Key,105613010,6IuRI
10005,Bloodcraft,Silver,5,Scarlet Sabreur,105621010,6IwOI
10005,Bloodcraft,Silver,2,Boy Who Cried Wolf,105621020,6IwOS
10005,Bloodcraft,Silver,5,Bandersnatch,105621030,6IwOc
10005,Bloodcraft,Silver,1,Furtive Fangs,105624010,6Ix7A
10005,Bloodcraft,Gold,7,"Emeralda, Demonic Officer",105631010,6IyqY
10005,Bloodcraft,Gold,6,Phantom Cat,105631020,6Iyqi
10005,Bloodcraft,Gold,3,Lethal Blade,105634010,6IzZQ
10005,Bloodcraft,Legendary,6,"Carabosse, Wicked Fairy",105641010,6I_Go
10005,Bloodcraft,Legendary,8,Spawn of the Abyss,105641020,6I_Gy
10005,Havencraft,Bronze,4,Birdkeeping Disciple,105711010,6JGMY
10005,Havencraft,Bronze,6,Monk of Purification,105711020,6JGMi
10005,Havencraft,Bronze,3,White Tiger,105711030,6JGMs
10005,Havencraft,Bronze,2,Temple of the Inquisition,105713010,6JGro
10005,Havencraft,Silver,5,Tenko,105721010,6JIoo
10005,Havencraft,Silver,6,Eagle Man,105721020,6JIoy
10005,Havencraft,Silver,6,Hati,105721030,6JIp6
10005,Havencraft,Silver,5,March Hare's Teatime,105723010,6JJI2
10005,Havencraft,Gold,6,"Odette, White Swan",105731010,6JLF2
10005,Havencraft,Gold,2,"Naoise, Red Branch Knight",105731020,6JLFC
10005,Havencraft,Gold,2,Alice's Adventure,105732010,6JLUg
10005,Havencraft,Legendary,2,Princess Snow White,105741010,6JNhI
10005,Havencraft,Legendary,7,Lion of the Golden City,105741020,6JNhS
10006,Neutral,Bronze,3,Nyx,106011010,6KPc2
10006,Neutral,Bronze,6,Mr. Full Moon,106011020,6KPcC
10006,Neutral,Bronze,8,Rampaging Mammoth,106011030,6KPcM
10006,Neutral,Bronze,3,Night's Way,106013010,6KQ5I
10006,Neutral,Silver,2,Evelisia the Fallen,106021010,6KS2I
10006,Neutral,Silver,3,Purehearted Singer,106021020,6KS2S
10006,Neutral,Silver,7,Gigas,106021030,6KS2c
10006,Neutral,Silver,1,Mystic Ring,106024010,6KSnA
10006,Neutral,Gold,5,Helblindi,106031020,6KUUi
10006,Neutral,Gold,5,Qilin,106031030,6KUUs
10006,Neutral,Gold,2,Staircase to Paradise,106033010,6KUzo
10006,Neutral,Legendary,5,Loki,106041010,6KWwo
10006,Neutral,Legendary,7,Zodiac Demon,106041020,6KWwy
10006,Forestcraft,Bronze,2,Fita the Gentle Elf,106111010,6Ko0Y
10006,Forestcraft,Bronze,3,Starry Elf,106111020,6Ko0i
10006,Forestcraft,Bronze,6,Ipiria,106111030,6Ko0s
10006,Forestcraft,Bronze,1,Airbound Barrage,106114010,6KolQ
10006,Forestcraft,Silver,2,Elf Singer Harmony,106121010,6KqSo
10006,Forestcraft,Silver,4,"Ariana, Natural Tutor",106121020,6KqSy
10006,Forestcraft,Silver,6,Dolorblade Demon,106121030,6KqT6
10006,Forestcraft,Silver,2,Elf Song,106124010,6KrBg
10006,Forestcraft,Gold,5,Venus,106131010,6Ksv2
10006,Forestcraft,Gold,3,Demon Child Zain,106131020,6KsvC
10006,Forestcraft,Gold,1,Spring-Green Protection,106133010,6KtOI
10006,Forestcraft,Legendary,6,Cassiopeia,106141010,6KvLI
10006,Forestcraft,Legendary,10,King Elephant,106141020,6KvLS
10006,Forestcraft,Legendary,6,Cassiopeia,706141010,g5jjI
10006,Swordcraft,Bronze,3,Flail Knight,106211010,6LAR2
10006,Swordcraft,Bronze,8,King of the Horned Crown,106211020,6LARC
10006,Swordcraft,Bronze,5,Pollux,106211030,6LARM
10006,Swordcraft,Bronze,5,Unsheathed Blade,106214010,6LB9w
10006,Swordcraft,Silver,2,Cuhullin,106221010,6LCtI
10006,Swordcraft,Silver,3,Princess Juliet,106221020,6LCtS
10006,Swordcraft,Silver,3,Lord General Romeo,106221030,6LCtc
10006,Swordcraft,Silver,2,Armor of the Stars,106224010,6LDcA
10006,Swordcraft,Gold,2,"Lux, Solar Lancer",106231010,6LFJY
10006,Swordcraft,Gold,1,Perseus,106231020,6LFJi
10006,Swordcraft,Gold,5,Round Table Assembly,106234010,6LG2Q
10006,Swordcraft,Legendary,3,"Mars, Silent Flame General",106241010,6LHlo
10006,Swordcraft,Legendary,5,Barbarossa,106241020,6LHly
10006,Runecraft,Bronze,4,Lightning Lancer,106311010,6LYrY
10006,Runecraft,Bronze,6,Astrologist of the Mist,106311020,6LYri
10006,Runecraft,Bronze,2,Magic Owl,106311030,6LYrs
10006,Runecraft,Bronze,1,Starseer's Telescope,106312010,6LZ5A
10006,Runecraft,Silver,4,"Lorea, Dancer of the Sun",106321010,6LbHo
10006,Runecraft,Silver,3,Magic Gun Hunter,106321020,6LbHy
10006,Runecraft,Silver,3,"Karl, Pious Instructor",106321030,6LbI6
10006,Runecraft,Silver,3,Concentration,106324010,6Lc0g
10006,Runecraft,Gold,3,Europa,106331010,6Ldk2
10006,Runecraft,Gold,5,Wild Golem,106331020,6LdkC
10006,Runecraft,Gold,2,Chain of Calling,106334010,6LeSw
10006,Runecraft,Legendary,2,Star Reader Stella,106341010,6LgAI
10006,Runecraft,Legendary,9,Giant Chimera,106341020,6LgAS
10006,Dragoncraft,Bronze,2,Dragonrearer Matilda,106411010,6LxG2
10006,Dragoncraft,Bronze,6,Scaled Berserker,106411020,6LxGC
10006,Dragoncraft,Bronze,3,Estrella Beast,106411030,6LxGM
10006,Dragoncraft,Bronze,2,Dragon's Foresight,106414010,6Lx-w
10006,Dragoncraft,Silver,5,Beast Rider,106421010,6LziI
10006,Dragoncraft,Silver,3,Beowulf,106421020,6LziS
10006,Dragoncraft,Silver,9,Cetus,106421030,6Lzic
10006,Dragoncraft,Silver,7,Canyon of the Dragons,106423010,6L-BY
10006,Dragoncraft,Gold,5,Draconic Singer,106431010,6M08Y
10006,Dragoncraft,Gold,3,Star Phoenix,106431020,6M08i
10006,Dragoncraft,Gold,3,Avowed Strike,106434010,6M0tQ
10006,Dragoncraft,Legendary,3,Prime Dragon Keeper,106441010,6M2ao
10006,Dragoncraft,Legendary,10,Python,106441020,6M2ay
10006,Shadowcraft,Bronze,5,Dark Bladefiend,106511010,6MJgY
10006,Shadowcraft,Bronze,4,Castor,106511020,6MJgi
10006,Shadowcraft,Bronze,2,Belenus,106511030,6MJgs
10006,Shadowcraft,Bronze,2,Gloaming Tombs,106512010,6MJwA
10006,Shadowcraft,Silver,3,"Sora, Martial Artist",106521010,6MM6o
10006,Shadowcraft,Silver,8,"Lute, Leonard Necromancer",106521020,6MM6y
10006,Shadowcraft,Silver,5,Hresvelgr,106521030,6MM76
10006,Shadowcraft,Silver,2,Troth's Curse,106524010,6MMrg
10006,Shadowcraft,Gold,4,Ceres of the Night,106531010,6MOZ2
10006,Shadowcraft,Gold,2,Andrealphus,106531020,6MOZC
10006,Shadowcraft,Gold,7,Mist of Extinction,106534010,6MPHw
10006,Shadowcraft,Legendary,4,Twilight Queen,106541010,6MQ_I
10006,Shadowcraft,Legendary,7,Mail of Obliteration,106541020,6MQ_S
10006,Bloodcraft,Bronze,7,Gunnlod,106611010,6Mi52
10006,Bloodcraft,Bronze,3,Fanged Serpent,106611020,6Mi5C
10006,Bloodcraft,Bronze,2,Scorpius,106611030,6Mi5M
10006,Bloodcraft,Bronze,3,Venomous Bite,106614010,6Mipw
10006,Bloodcraft,Silver,4,Euryale,106621010,6MkXI
10006,Bloodcraft,Silver,6,Fenrir,106621020,6MkXS
10006,Bloodcraft,Silver,2,Demonic Ram,106621030,6MkXc
10006,Bloodcraft,Silver,2,Snarling Chains,106624010,6MlGA
10006,Bloodcraft,Gold,7,Stheno,106631010,6MmzY
10006,Bloodcraft,Gold,5,Fulminous Demon,106631020,6Mmzi
10006,Bloodcraft,Gold,3,Trial of the Gorgons,106634010,6MniQ
10006,Bloodcraft,Legendary,4,Venomfang Medusa,106641010,6MpPo
10006,Bloodcraft,Legendary,5,Jormungand,106641020,6MpPy
10006,Bloodcraft,Legendary,4,Venomfang Medusa,706641010,g7dno
10006,Havencraft,Bronze,3,Sister of Punishment,106711010,6N4VY
10006,Havencraft,Bronze,4,Starchaser Sprite,106711020,6N4Vi
10006,Havencraft,Bronze,2,Star Bishop,106711030,6N4Vs
10006,Havencraft,Bronze,2,Red-Hot Boots,106713010,6N4-o
10006,Havencraft,Silver,6,Star Priestess,106721010,6N6xo
10006,Havencraft,Silver,3,Aegina,106721020,6N6xy
10006,Havencraft,Silver,5,Temple Ogre,106721030,6N6y6
10006,Havencraft,Silver,3,Star Torrent,106724010,6N7gg
10006,Havencraft,Gold,2,Andromeda,106731010,6N9O2
10006,Havencraft,Gold,8,Taurus the Great,106731020,6N9OC
10006,Havencraft,Gold,1,Globe of the Starways,106733010,6N9tI
10006,Havencraft,Legendary,6,Aether of the White Wing,106741010,6NBqI
10006,Havencraft,Legendary,7,Heresy's Avatar,106741020,6NBqS
10007,Neutral,Bronze,3,Dungeon Explorer Chloe,107011010,6ODl2
10007,Neutral,Bronze,3,Burly Axewielder,107011020,6ODlC
10007,Neutral,Bronze,2,Happy Pig,107011030,6ODlM
10007,Neutral,Bronze,3,Pitfall,107014010,6OETw
10007,Neutral,Silver,5,Holy Angel Altaia,107021010,6OGBI
10007,Neutral,Silver,3,Goblinmount Ogre,107021020,6OGBS
10007,Neutral,Silver,1,Treasure Map,107024010,6OGwA
10007,Neutral,Gold,4,Shining Bellringer Angel,107031010,6OIdY
10007,Neutral,Gold,3,Goblin Emperor,107031020,6OIdi
10007,Neutral,Gold,4,Fall from Grace,107034010,6OJMQ
10007,Neutral,Legendary,8,Chronos,107041010,6OL3o
10007,Neutral,Legendary,3,Badb Catha,107041020,6OL3y
10007,Forestcraft,Bronze,3,Adept Archer,107111010,6Oc9Y
10007,Forestcraft,Bronze,4,Weald Philosopher,107111020,6Oc9i
10007,Forestcraft,Bronze,2,Leaf Man,107111030,6Oc9s
10007,Forestcraft,Bronze,1,Firesprite Grove,107113010,6Oceo
10007,Forestcraft,Silver,3,Crimsonbow Elf,107121010,6Oebo
10007,Forestcraft,Silver,2,Furious Elder Weedman,107121020,6Oeby
10007,Forestcraft,Silver,3,Instincts Unleashed,107124010,6OfKg
10007,Forestcraft,Gold,2,"Rayne, Elf Smith",107131010,6Oh22
10007,Forestcraft,Gold,6,Fairy Saber,107131020,6Oh2C
10007,Forestcraft,Gold,1,Fairy Torrent,107134010,6Ohmw
10007,Forestcraft,Legendary,4,"Aria, Guiding Fairy",107141010,6OjUI
10007,Forestcraft,Legendary,2,Insect Lord,107141020,6OjUS
10007,Forestcraft,Legendary,4,"Aria, Guiding Fairy",704141010,f-5RI
10007,Swordcraft,Bronze,5,Castle Guardian,107211010,6O-a2
10007,Swordcraft,Bronze,3,Merchantette,107211020,6O-aC
10007,Swordcraft,Bronze,1,Wolf Fang Swordsman,107211030,6O-aM
10007,Swordcraft,Bronze,3,Assassination Jutsu,107214010,6O_Iw
10007,Swordcraft,Silver,4,Frontline Cavalier,107221010,6P10I
10007,Swordcraft,Silver,2,Homebound Mercenary,107221020,6P10S
10007,Swordcraft,Silver,1,Accolade,107224010,6P1lA
10007,Swordcraft,Gold,3,Lancer of the Tempest,107231010,6P3SY
10007,Swordcraft,Gold,2,Noble Chancellor,107231020,6P3Si
10007,Swordcraft,Gold,4,Confront Adversity,107234010,6P4BQ
10007,Swordcraft,Legendary,6,Darksaber Melissa,107241010,6P5uo
10007,Swordcraft,Legendary,7,"Arthur, Knight King",107241020,6P5uy
10007,Swordcraft,Legendary,6,Darksaber Melissa,706241010,g667o
10007,Runecraft,Bronze,3,Mysterian Summoner Vayle,107311010,6PM-Y
10007,Runecraft,Bronze,2,"Mr. Bertrand, Magic Mentor",107311020,6PM-i
10007,Runecraft,Bronze,7,Expel Soul,107314010,6PNjQ
10007,Runecraft,Bronze,5,Chain Lightning,107314020,6PNja
10007,Runecraft,Silver,4,Joycrafter Sammy,107321010,6PPQo
10007,Runecraft,Silver,2,Silent Laboratory,107322010,6PPgQ
10007,Runecraft,Silver,1,Mysterian Knowledge,107324010,6PQ9g
10007,Runecraft,Gold,5,Class President Hanna,107331010,6PRt2
10007,Runecraft,Gold,4,Nova Flare,107334010,6PSbw
10007,Runecraft,Gold,6,Grand Summoning,107334020,6PSc4
10007,Runecraft,Legendary,5,"Mysteria, Magic Founder",107341010,6PUJI
10007,Runecraft,Legendary,8,Silver Blade Golem,107341020,6PUJS
10007,Dragoncraft,Bronze,3,Dragon Aficionado,107411010,6PlP2
10007,Dragoncraft,Bronze,4,Basilisk Rider,107411020,6PlPC
10007,Dragoncraft,Bronze,8,Frostfire Dragon,107411030,6PlPM
10007,Dragoncraft,Bronze,1,Stormborne Wings,107414010,6Pm7w
10007,Dragoncraft,Silver,2,"Marion, Fierce Dragonewt",107421010,6PnrI
10007,Dragoncraft,Silver,4,Tower Warden Adelle,107421020,6PnrS
10007,Dragoncraft,Silver,1,Dragon Horde,107424010,6PoaA
10007,Dragoncraft,Gold,2,"Aiela, Dragon Sword",107431010,6PqHY
10007,Dragoncraft,Gold,9,Frenzied Drake,107431020,6PqHi
10007,Dragoncraft,Gold,4,Dragonrend Quake,107434010,6Pr0Q
10007,Dragoncraft,Legendary,7,"Zirnitra, Dragon's Flame",107441010,6Psjo
10007,Dragoncraft,Legendary,10,Azi Dahaka,107441020,6Psjy
10007,Shadowcraft,Bronze,2,Gloomy Necromancer,107511010,6Q7pY
10007,Shadowcraft,Bronze,4,Mummy,107511020,6Q7pi
10007,Shadowcraft,Bronze,2,Bone Bug,107511030,6Q7ps
10007,Shadowcraft,Bronze,4,Skull Ring,107513010,6Q8Io
10007,Shadowcraft,Silver,3,Soulcaller,107521010,6QAFo
10007,Shadowcraft,Silver,7,Anubis,107521020,6QAFy
10007,Shadowcraft,Silver,1,Grave Invitation,107524010,6QA-g
10007,Shadowcraft,Gold,8,Death Dragon Caller,107531010,6QCi2
10007,Shadowcraft,Gold,6,Skeleton Prince,107531020,6QCiC
10007,Shadowcraft,Gold,5,"Sow Death, Reap Life",107534010,6QDQw
10007,Shadowcraft,Legendary,5,Underworld Ruler Aisha,107541010,6QF8I
10007,Shadowcraft,Legendary,8,Abyss Straddler,107541020,6QF8S
10007,Bloodcraft,Bronze,2,Glassbrand Demon,107611010,6QWE2
10007,Bloodcraft,Bronze,3,Savage Wolf,107611020,6QWEC
10007,Bloodcraft,Bronze,2,Cursed Scarecrow,107611030,6QWEM
10007,Bloodcraft,Bronze,3,Blood Drinker's Brand,107614010,6QWyw
10007,Bloodcraft,Silver,3,Vassago,107621010,6QYgI
10007,Bloodcraft,Silver,3,Pazuzu,107621020,6QYgS
10007,Bloodcraft,Silver,4,Devil Blade,107622010,6QYvw
10007,Bloodcraft,Gold,3,Endearing Succubus Lilith,107631010,6Qb6Y
10007,Bloodcraft,Gold,4,Terror Demon,107631020,6Qb6i
10007,Bloodcraft,Gold,6,Reach of the Archdemon,107634010,6QbrQ
10007,Bloodcraft,Legendary,5,Nacht,107641010,6QdYo
10007,Bloodcraft,Legendary,9,Diabolus Psema,107641020,6QdYy
10007,Havencraft,Bronze,2,Sister of the Sword,107711010,6QueY
10007,Havencraft,Bronze,4,Oathplume Warrior,107711020,6Quei
10007,Havencraft,Bronze,2,Gemstone Carapace,107713010,6Qv7o
10007,Havencraft,Bronze,1,Featherfall Hourglass,107713020,6Qv7y
10007,Havencraft,Silver,6,Arch Priestess Cattleya,107721010,6Qx4o
10007,Havencraft,Silver,2,Godscale's Banquet,107723010,6Qxa2
10007,Havencraft,Silver,5,Pure Annihilation,107724010,6Qxpg
10007,Havencraft,Gold,4,Pegasus Dullahan,107731010,6QzX2
10007,Havencraft,Gold,1,Summit Temple,107732010,6Qzmg
10007,Havencraft,Gold,4,Ancient Protector,107733010,6Q-0I
10007,Havencraft,Legendary,3,"Jeanne, Beacon of Salvation",107741010,6Q_zI
10007,Havencraft,Legendary,7,Heavenly Knight,107741020,6Q_zS
10007,Portalcraft,Bronze,4,Mechanical Bowman,107811010,6RH32
10007,Portalcraft,Bronze,2,Bear Puppeteer,107811020,6RH3C
10007,Portalcraft,Bronze,4,Gravikinetic Warrior,107811030,6RH3M
10007,Portalcraft,Bronze,5,Mana Pistol Merc,107811040,6RH3W
10007,Portalcraft,Bronze,3,Cat Cannoneer,107811050,6RH3g
10007,Portalcraft,Bronze,3,Steel Demolitionist,107811060,6RH3q
10007,Portalcraft,Bronze,3,Iron Staff Mechanic,107811070,6RH3-
10007,Portalcraft,Bronze,6,Captain Meteo,107811080,6RH48
10007,Portalcraft,Bronze,2,Hamelin,107811090,6RH4I
10007,Portalcraft,Bronze,2,Mech Wing Swordsman,107811100,6RH4S
10007,Portalcraft,Bronze,8,Airship Whale,107811110,6RH4c
10007,Portalcraft,Bronze,5,Masked Puppet,107811120,6RH4m
10007,Portalcraft,Bronze,2,Demon's Epitaph,107811130,6RH4w
10007,Portalcraft,Bronze,3,Cursed Stone,107811140,6RH54
10007,Portalcraft,Bronze,3,Tranquil Cog,107813010,6RHYI
10007,Portalcraft,Bronze,3,Puppet Room,107813020,6RHYS
10007,Portalcraft,Bronze,1,Acceleratium,107813030,6RHYc
10007,Portalcraft,Silver,2,"Rosa, Mech Wing Maiden",107821010,6RJVI
10007,Portalcraft,Silver,2,Flower Doll,107821020,6RJVS
10007,Portalcraft,Silver,2,Icarus,107821030,6RJVc
10007,Portalcraft,Silver,3,Fervent Machine Soldier,107821040,6RJVm
10007,Portalcraft,Silver,7,Colossal Construct,107821050,6RJVw
10007,Portalcraft,Silver,9,Vengeful Puppeteer Noah,107821060,6RJW4
10007,Portalcraft,Silver,2,"Machine Artisan, Geno",107821070,6RJWE
10007,Portalcraft,Silver,9,Amethyst Giant,107821080,6RJWO
10007,Portalcraft,Silver,5,Unidentified Subject,107821090,6RJWY
10007,Portalcraft,Silver,5,Automaton Soldier,107821100,6RJWi
10007,Portalcraft,Silver,1,Ancient Amplifier,107823010,6RJ-Y
10007,Portalcraft,Silver,3,Substitution,107824010,6RKEA
10007,Portalcraft,Silver,1,Metaproduction,107824020,6RKEK
10007,Portalcraft,Gold,6,"Safira, Synthetic Beast",107831010,6RLxY
10007,Portalcraft,Gold,5,Hakrabi,107831020,6RLxi
10007,Portalcraft,Gold,4,Silver Cog Spinner,107831030,6RLxs
10007,Portalcraft,Gold,8,Empyreal Swordsman,107831040,6RLy0
10007,Portalcraft,Gold,4,Morton the Manipulator,107831050,6RLyA
10007,Portalcraft,Gold,7,God Bullet Golem,107831060,6RLyK
10007,Portalcraft,Gold,1,Nilpotent Entity,107833010,6RMQo
10007,Portalcraft,Gold,5,Otherworld Rift,107834010,6RMgQ
10007,Portalcraft,Gold,0,Biofabrication,107834020,6RMga
10007,Portalcraft,Legendary,8,Magna Legacy,107841010,6RONo
10007,Portalcraft,Legendary,5,"Spinaria, Keeper of Enigmas",107841020,6RONy
10007,Portalcraft,Legendary,5,Deus Ex Machina,107841030,6ROO6
10007,Portalcraft,Legendary,5,"Spinaria, Keeper of Enigmas",704841010,g0mKo
10008,Neutral,Bronze,3,Valkyrie of Chaos,108011010,6S1u2
10008,Neutral,Bronze,2,Tart Man,108011020,6S1uC
10008,Neutral,Bronze,1,Fount of Angels,108013010,6S2NI
10008,Neutral,Silver,2,Valkyrie of Order,108021010,6S4KI
10008,Neutral,Silver,5,Divine Retribution,108024010,6S53A
10008,Neutral,Gold,6,Suttungr,108031010,6S6mY
10008,Neutral,Gold,2,Paradise Vanguard,108031020,6S6mi
10008,Neutral,Gold,4,Oceanus,108031030,6S6ms
10008,Neutral,Legendary,7,Marduk,108041010,6S9Co
10008,Neutral,Legendary,3,Moon and Sun,108044010,6S9xg
10008,Forestcraft,Bronze,4,Elf General,108111010,6SQIY
10008,Forestcraft,Bronze,2,Servant of the Spellgrove,108111020,6SQIi
10008,Forestcraft,Bronze,3,Grasshopper Conductor,108111030,6SQIs
10008,Forestcraft,Bronze,2,Flower of Fairies,108113010,6SQno
10008,Forestcraft,Silver,4,Fashionista Nelcha,108121010,6SSko
10008,Forestcraft,Silver,3,Owl Man,108121020,6SSky
10008,Forestcraft,Silver,4,Forest Whispers,108124010,6STTg
10008,Forestcraft,Gold,2,"Paula, Icy Warmth",108131010,6SVB2
10008,Forestcraft,Gold,5,Swiftgait Okami,108131020,6SVBC
10008,Forestcraft,Gold,2,Storied Falconer,108131030,6SVBM
10008,Forestcraft,Legendary,6,Yggdrasil,108141010,6SXdI
10008,Forestcraft,Legendary,6,White Vanara,108141020,6SXdS
10008,Forestcraft,Legendary,6,Greenglen Axeman,108141030,6SXdc
10008,Swordcraft,Bronze,1,Axe Princess,108211010,6Soj2
10008,Swordcraft,Bronze,3,Master Samurai,108211020,6SojC
10008,Swordcraft,Bronze,2,Holy Bear Knight,108211030,6SojM
10008,Swordcraft,Bronze,4,Frontline Ramparts,108213010,6SpCI
10008,Swordcraft,Silver,3,"Nonja, Silent Maid",108221010,6Sr9I
10008,Swordcraft,Silver,2,Savage Swordsman,108221020,6Sr9S
10008,Swordcraft,Silver,3,"Valse, Magical Marksman",108221030,6Sr9c
10008,Swordcraft,Gold,2,Innocent Princess Prim,108231010,6StbY
10008,Swordcraft,Gold,2,"Dario, Demon Count",108231020,6Stbi
10008,Swordcraft,Gold,1,Chromatic Duel,108234010,6SuKQ
10008,Swordcraft,Legendary,2,Sky Commander Celia,108241010,6Sw1o
10008,Swordcraft,Legendary,8,Sky Fortress,108241020,6Sw1y
10008,Swordcraft,Legendary,6,Spartacus,108241030,6Sw26
10008,Runecraft,Bronze,2,Witch of Foresight,108311010,6TB7Y
10008,Runecraft,Bronze,4,Moonshade Mage,108311020,6TB7i
10008,Runecraft,Bronze,2,Beastfaced Mage,108311030,6TB7s
10008,Runecraft,Bronze,5,Staff of Whirlwinds,108314010,6TBsQ
10008,Runecraft,Silver,3,"Elusa, Magic Wunderkind",108321010,6TDZo
10008,Runecraft,Silver,2,Mysterian Wyrmist,108321020,6TDZy
10008,Runecraft,Silver,4,Summoning Drills,108323010,6TE32
10008,Runecraft,Gold,7,Snowman King,108331010,6TG02
10008,Runecraft,Gold,7,"Bergent, Onion Patchmaster",108331020,6TG0C
10008,Runecraft,Gold,3,Absolute Zeroblade,108334010,6TGkw
10008,Runecraft,Legendary,4,"Runie, Destiny's Bard",108341010,6TISI
10008,Runecraft,Legendary,9,Unbodied Witch,108341020,6TISS
10008,Runecraft,Legendary,5,Truthseeker Faust,108341030,6TISc
10008,Dragoncraft,Bronze,6,Twilight Dragoon Coda,108411010,6TZY2
10008,Dragoncraft,Bronze,5,Drakewing Assassin,108411020,6TZYC
10008,Dragoncraft,Bronze,3,Dragonclad Blademaster,108411030,6TZYM
10008,Dragoncraft,Bronze,2,Somniferous Whitewyrm,108411040,6TZYW
10008,Dragoncraft,Silver,2,Heroic Dragonslayer,108421010,6Tb-I
10008,Dragoncraft,Silver,5,Galua of Two Breaths,108421020,6Tb-S
10008,Dragoncraft,Silver,2,Waters of the Orca,108424010,6TcjA
10008,Dragoncraft,Gold,3,Dragoncleaver Roy,108431010,6TeQY
10008,Dragoncraft,Gold,8,Dragonplate Warrior,108431020,6TeQi
10008,Dragoncraft,Gold,3,Force of the Dragonewt,108434010,6Tf9Q
10008,Dragoncraft,Legendary,9,Jerva of Draconic Mail,108441010,6Tgso
10008,Dragoncraft,Legendary,10,Lindworm,108441020,6Tgsy
10008,Dragoncraft,Legendary,2,Whitefrost Dragonewt Filene,108441030,6Tgt6
10008,Dragoncraft,Legendary,2,Whitefrost Dragonewt Filene,706441010,g6syo
10008,Shadowcraft,Bronze,2,Orator of the Bones,108511010,6TxyY
10008,Shadowcraft,Bronze,5,Death the Nyctophile,108511020,6Txyi
10008,Shadowcraft,Bronze,1,Mischievous Spirit,108511030,6Txys
10008,Shadowcraft,Bronze,2,Regenerate Spirit,108514010,6TyhQ
10008,Shadowcraft,Silver,3,Big Soul Hunter,108521010,6T-Oo
10008,Shadowcraft,Silver,4,Mighty Arm Skeleton,108521020,6T-Oy
10008,Shadowcraft,Silver,3,Poltergeist,108524010,6T_7g
10008,Shadowcraft,Gold,7,Fickle Resurrector,108531010,6U0r2
10008,Shadowcraft,Gold,3,Everdark Strix,108531020,6U0rC
10008,Shadowcraft,Gold,2,Lord Deathskull,108531030,6U0rM
10008,Shadowcraft,Legendary,6,"Ceridwen, Eternity Hunter",108541010,6U3HI
10008,Shadowcraft,Legendary,7,Hinterland Ghoul,108541020,6U3HS
10008,Shadowcraft,Legendary,7,"Arcus, Ghostly Manager",108541030,6U3Hc
10008,Bloodcraft,Bronze,3,Nightmare Devil,108611010,6UKN2
10008,Bloodcraft,Bronze,9,Calamity's Archdemon,108611020,6UKNC
10008,Bloodcraft,Bronze,5,Delirious Demon,108611030,6UKNM
10008,Bloodcraft,Bronze,2,Summon Bloodkin,108614010,6UL5w
10008,Bloodcraft,Silver,1,"Buller, Blood Maiden",108621010,6UMpI
10008,Bloodcraft,Silver,2,Silverchain Disciple,108621020,6UMpS
10008,Bloodcraft,Silver,1,Red Talonstrike,108624010,6UNYA
10008,Bloodcraft,Gold,5,Oldblood King,108631010,6UPFY
10008,Bloodcraft,Gold,2,"Raven, Eventide Vampire",108631020,6UPFi
10008,Bloodcraft,Gold,0,Gift for Bloodkin,108634010,6UP-Q
10008,Bloodcraft,Legendary,6,"Vania, Nightshade Vampire",108641010,6URho
10008,Bloodcraft,Legendary,7,Darkfeast Bat,108641020,6URhy
10008,Bloodcraft,Legendary,3,"Waltz, King of Wolves",108641030,6URi6
10008,Havencraft,Bronze,2,Deathscythe Nun,108711020,6Uini
10008,Havencraft,Bronze,5,Lycaon,108711030,6Uins
10008,Havencraft,Bronze,2,Moriae Encomium,108713010,6UjGo
10008,Havencraft,Bronze,2,Holy Lion Crystal,108714010,6UjWQ
10008,Havencraft,Silver,3,Peaceweaver,108721010,6UlDo
10008,Havencraft,Silver,2,Temple of the Holy Lion,108722010,6UlTQ
10008,Havencraft,Silver,4,Opposing Statues,108723010,6Ulj2
10008,Havencraft,Gold,2,Jeweled Priestess,108731010,6Ung2
10008,Havencraft,Gold,5,Tenko's Shrine,108732010,6Unvg
10008,Havencraft,Gold,3,Whitefang Temple,108733010,6Uo9I
10008,Havencraft,Legendary,7,Godsworn Alexiel,108741010,6Uq6I
10008,Havencraft,Legendary,5,Ceryneian Hind,108741020,6Uq6S
10008,Havencraft,Legendary,6,Tutankhamun,108741030,6Uq6c
10008,Havencraft,Legendary,7,Godsworn Alexiel,706741010,g80CI
10008,Portalcraft,Bronze,2,Knower of History,108811010,6V5C2
10008,Portalcraft,Bronze,4,Cruel Puppetmaster,108811020,6V5CC
10008,Portalcraft,Bronze,3,Junk,108811030,6V5CM
10008,Portalcraft,Bronze,2,Rocket Knuckles,108814010,6V5ww
10008,Portalcraft,Silver,2,"Miriam, Synthetic Being",108821010,6V7eI
