expansion_,craft_,rarity_,pp_,CardName,Code
Standard Card Pack,Havencraft,Silver,4,Death Sentence,642kC
Standard Card Pack,Havencraft,Gold,9,Incandescent Dragon,644h2
Standard Card Pack,Havencraft,Gold,6,Arch Priestess Laelia,644hC
Standard Card Pack,Havencraft,Gold,1,Hare of Illusions,645AI
Standard Card Pack,Havencraft,Gold,2,Holy Sentinel,645AS
Standard Card Pack,Havencraft,Gold,6,Chorus of Prayer,645Ac
Standard Card Pack,Havencraft,Gold,2,Devourer of Heavens,645Am
Standard Card Pack,Havencraft,Gold,6,Themis's Decree,645Pw
Standard Card Pack,Havencraft,Gold,2,Love's Gospel,645Q4
Standard Card Pack,Havencraft,Gold,4,Dark Offering,645QE
Standard Card Pack,Havencraft,Legendary,7,Skullfane,6477I
Standard Card Pack,Havencraft,Legendary,6,Moon Al-mi'raj,6477S
Standard Card Pack,Havencraft,Legendary,8,Jeanne d'Arc,6477c
Darkness Evolved,Neutral,Bronze,7,Imperial Mammoth,65922
Darkness Evolved,Neutral,Bronze,6,Raging Ettin,6592C
Darkness Evolved,Neutral,Bronze,5,Dance of Death,659nE
Darkness Evolved,Neutral,Bronze,6,Spellbook Decryption,659nO
Darkness Evolved,Neutral,Silver,2,Unicorn Dancer Unica,65BUS
Darkness Evolved,Neutral,Silver,4,Humpty Dumpty,65BUc
Darkness Evolved,Neutral,Silver,3,Surefire Bullet,65CDA
Darkness Evolved,Neutral,Gold,8,Archangel Reina,65Dwi
Darkness Evolved,Neutral,Gold,2,Demonic Simulacrum,65Dws
Darkness Evolved,Neutral,Legendary,9,Dark Angel Olivia,65GMo
Darkness Evolved,Neutral,Legendary,8,Odin,65GMy
Darkness Evolved,Forestcraft,Bronze,2,Dwarf Perfumer,65XSY
Darkness Evolved,Forestcraft,Bronze,2,Elf Bard,65XSi
Darkness Evolved,Forestcraft,Bronze,3,Elf Healer,65XSs
Darkness Evolved,Forestcraft,Bronze,4,Underbrush Beast Girl,65XT0
Darkness Evolved,Forestcraft,Bronze,5,Verdant Steward,65XTK
Darkness Evolved,Forestcraft,Bronze,2,Glimmering Wings,65YC2
Darkness Evolved,Forestcraft,Silver,4,Yuel the Ancient,65Zuo
Darkness Evolved,Forestcraft,Silver,6,Master of the Canopies,65Zv6
Darkness Evolved,Forestcraft,Silver,7,"Baalt, King of the Elves",65ZvG
Darkness Evolved,Forestcraft,Silver,3,Elven Archery,65adq
Darkness Evolved,Forestcraft,Gold,6,Elf Knight Cynthia,65cL2
Darkness Evolved,Forestcraft,Gold,6,Grand Archer Selwyn,65cLC
Darkness Evolved,Forestcraft,Gold,2,Elf Girl Liza,65cLM
Darkness Evolved,Forestcraft,Legendary,5,Crystalia Tia,65enI
Darkness Evolved,Swordcraft,Bronze,3,Swift Infiltrator,65vt2
Darkness Evolved,Swordcraft,Bronze,2,Fearless Banneret,65vtC
Darkness Evolved,Swordcraft,Bronze,5,Assault Commander,65vtW
Darkness Evolved,Swordcraft,Bronze,5,Avant Blader,65vtg
Darkness Evolved,Swordcraft,Bronze,4,Mirage Defender,65vtq
Darkness Evolved,Swordcraft,Bronze,1,Mentor's Teachings,65wcO
Darkness Evolved,Swordcraft,Silver,2,Gunner Maid Seria,65yJI
Darkness Evolved,Swordcraft,Silver,3,Ruthless Assassin,65yJS
Darkness Evolved,Swordcraft,Silver,7,Koga Kunoichi,65yJm
Darkness Evolved,Swordcraft,Silver,2,Whole-Souled Swing,65z2e
Darkness Evolved,Swordcraft,Gold,3,White Paladin,65-lY
Darkness Evolved,Swordcraft,Gold,9,Leonidas,65-ls
Darkness Evolved,Swordcraft,Gold,3,Rogue's Creed,65-_K
Darkness Evolved,Swordcraft,Legendary,8,Alexander,661Bo
Darkness Evolved,Runecraft,Bronze,4,Crystal Bombarder,66IHi
Darkness Evolved,Runecraft,Bronze,3,Witchette Emmylou,66IIA
Darkness Evolved,Runecraft,Bronze,5,Grand Gargoyle,66IIK
Darkness Evolved,Runecraft,Bronze,1,Scrap Iron Smelter,66IXe
Darkness Evolved,Runecraft,Bronze,2,Red-Hot Ritual,66IXo
Darkness Evolved,Runecraft,Bronze,3,Witchbolt,66J0Q
Darkness Evolved,Runecraft,Silver,4,"Remi & Rami, Witchy Duo",66Kjo
Darkness Evolved,Runecraft,Silver,6,Shadow Witch,66Kjy
Darkness Evolved,Runecraft,Silver,7,Multipart Experiment,66LS-
Darkness Evolved,Runecraft,Silver,3,Summon Iceform,66LT8
Darkness Evolved,Runecraft,Gold,2,Timeworn Mage Levi,66NA2
Darkness Evolved,Runecraft,Gold,5,Rimewind,66Nv4
Darkness Evolved,Runecraft,Gold,6,Calamitous Curse,66NvE
Darkness Evolved,Runecraft,Legendary,5,Sun Oracle Pascale,66PcI
Darkness Evolved,Dragoncraft,Bronze,3,Ironscale Dragonfolk,66gi2
Darkness Evolved,Dragoncraft,Bronze,2,Mushussu,66giC
Darkness Evolved,Dragoncraft,Bronze,2,Wildfang Dragonewt,66giW
Darkness Evolved,Dragoncraft,Bronze,6,Island Whale,66gig
Darkness Evolved,Dragoncraft,Bronze,5,Queen Serpent,66giq
Darkness Evolved,Dragoncraft,Bronze,4,Dragon Counsel,66hRE
Darkness Evolved,Dragoncraft,Silver,5,Transmogrified Wyrm,66j8I
Darkness Evolved,Dragoncraft,Silver,4,Siegfried,66j8S
Darkness Evolved,Dragoncraft,Silver,4,Noxious Dragon,66j8m
Darkness Evolved,Dragoncraft,Silver,2,Dragonewt Fist,66jtU
Darkness Evolved,Dragoncraft,Gold,7,Neptune,66laY
Darkness Evolved,Dragoncraft,Gold,9,Polyphonic Roar,66lqK
Darkness Evolved,Dragoncraft,Gold,3,Dracomancer's Rites,66lqU
Darkness Evolved,Dragoncraft,Legendary,3,Dragonsong Flute,66oGQ
Darkness Evolved,Shadowcraft,Bronze,2,Dark Conjurer,6736Y
Darkness Evolved,Shadowcraft,Bronze,3,Deathchaser,6736i
Darkness Evolved,Shadowcraft,Bronze,4,Malicious Ghost,6736s
Darkness Evolved,Shadowcraft,Bronze,5,Commander of Destruction,67370
Darkness Evolved,Shadowcraft,Bronze,3,Spartoi Soldier,6737K
Darkness Evolved,Shadowcraft,Bronze,3,Deathbrand,673s2
Darkness Evolved,Shadowcraft,Silver,5,Charon,675Yo
Darkness Evolved,Shadowcraft,Silver,9,Andras,675Yy
Darkness Evolved,Shadowcraft,Silver,3,Bone Chimera,675ZG
Darkness Evolved,Shadowcraft,Silver,2,Rise of the Dead,676H-
Darkness Evolved,Shadowcraft,Gold,5,Ceridwen,677_2
Darkness Evolved,Shadowcraft,Gold,3,Spirit Cycle,678UI
Darkness Evolved,Shadowcraft,Gold,3,Midnight Haunt,678US
Darkness Evolved,Shadowcraft,Legendary,6,Lord of the Flies,67ARI
Darkness Evolved,Bloodcraft,Bronze,2,Demonic Hedonist,67RX2
Darkness Evolved,Bloodcraft,Bronze,3,Mini Soul Devil,67RXC
Darkness Evolved,Bloodcraft,Bronze,6,Demonic Thrall,67RXM
Darkness Evolved,Bloodcraft,Bronze,2,Serpent Charmer,67RXW
Darkness Evolved,Bloodcraft,Bronze,5,Soul Navigator,67RXq
Darkness Evolved,Bloodcraft,Bronze,2,Vampiric Kiss,67SGY
Darkness Evolved,Bloodcraft,Silver,4,Labyrinth Devil,67TzI
Darkness Evolved,Bloodcraft,Silver,7,Frenzied Juggernaut,67TzS
Darkness Evolved,Bloodcraft,Silver,1,Precious Bloodfangs,67UiU
Darkness Evolved,Bloodcraft,Silver,2,Medusa's Gaze,67Uie
Darkness Evolved,Bloodcraft,Gold,8,Azazel,67WPY
Darkness Evolved,Bloodcraft,Gold,2,"Vania, Vampire Princess",67WPs
Darkness Evolved,Bloodcraft,Gold,2,Vampiric Fortress,67WfK
Darkness Evolved,Bloodcraft,Legendary,5,Bloody Mary,67Yro
Darkness Evolved,Havencraft,Bronze,2,Heavenly Hound,67pxY
Darkness Evolved,Havencraft,Bronze,3,Sky Sprite,67pxi
Darkness Evolved,Havencraft,Bronze,4,Holy Fox Grimaud,67pxs
Darkness Evolved,Havencraft,Bronze,5,Pinion Prince,67pyA
Darkness Evolved,Havencraft,Bronze,2,Godsteel Wings,67qQo
Darkness Evolved,Havencraft,Bronze,2,Monastic Holy Water,67qgu
Darkness Evolved,Havencraft,Silver,3,Sledgehammer Exorcist,67sNo
Darkness Evolved,Havencraft,Silver,5,Radiance Angel,67sO6
Darkness Evolved,Havencraft,Silver,2,Beastcall Aria,67st2
Darkness Evolved,Havencraft,Silver,3,Forbidden Ritual,67stC
Darkness Evolved,Havencraft,Gold,6,Kaguya,67uq2
Darkness Evolved,Havencraft,Gold,6,Winged Sentinel Garuda,67uqM
Darkness Evolved,Havencraft,Gold,3,Elana's Prayer,67v3q
Darkness Evolved,Havencraft,Legendary,8,Enstatued Seraph,67xlY
Rise of Bahamut,Neutral,Bronze,3,Goblin Mage,68zBM
Rise of Bahamut,Neutral,Bronze,2,Sektor,68zBW
Rise of Bahamut,Neutral,Bronze,3,Angel of the Word,68zBg
Rise of Bahamut,Neutral,Bronze,2,Hamsa,68zBq
Rise of Bahamut,Neutral,Bronze,2,Valkyrie's Spear,68zQq
Rise of Bahamut,Neutral,Silver,5,Fortunehunter Feena,68_dS
Rise of Bahamut,Neutral,Silver,2,"Lyrial, Celestial Archer",68_dc
Rise of Bahamut,Neutral,Silver,3,Gourmet Emperor Khaiza,68_dm
Rise of Bahamut,Neutral,Silver,5,Call of Cocytus,690MA
Rise of Bahamut,Neutral,Gold,4,Uriel,6923Y
Rise of Bahamut,Neutral,Gold,4,Goblinbreaker Teena,6923i
Rise of Bahamut,Neutral,Gold,5,"Lucius, Goblin Slayer",6923s
Rise of Bahamut,Neutral,Legendary,10,Bahamut,694Vo
Rise of Bahamut,Neutral,Legendary,7,Sahaquiel,694Vy
Rise of Bahamut,Forestcraft,Bronze,4,Fairy Knight,69Lbs
Rise of Bahamut,Forestcraft,Bronze,3,Forest Spirit,69Lc0
Rise of Bahamut,Forestcraft,Bronze,1,Felpurr Kitten,69LcA
Rise of Bahamut,Forestcraft,Bronze,7,Forest Gigas,69LcK
Rise of Bahamut,Forestcraft,Bronze,1,Entangling Vines,69MKa
Rise of Bahamut,Forestcraft,Silver,5,Pegasus Elf,69O1y
Rise of Bahamut,Forestcraft,Silver,2,Crystalia Lily,69O26
Rise of Bahamut,Forestcraft,Silver,5,"Lionel, Elf Prince",69O2G
Rise of Bahamut,Forestcraft,Silver,3,Swords to Woodlands,69Omg
Rise of Bahamut,Forestcraft,Gold,5,Elf of the Gemstones,69QUC
Rise of Bahamut,Forestcraft,Gold,6,Maahes,69QUM
Rise of Bahamut,Forestcraft,Gold,3,Selwyn's Command,69RCw
Rise of Bahamut,Forestcraft,Legendary,8,White Wolf of Eldwood,69SwI
Rise of Bahamut,Swordcraft,Bronze,3,Blitz Lancer,69k0M
Rise of Bahamut,Swordcraft,Bronze,6,Swordwhip Maid,69k0W
Rise of Bahamut,Swordcraft,Bronze,2,Samurai,69k0g
Rise of Bahamut,Swordcraft,Bronze,3,Thief,69k0q
Rise of Bahamut,Swordcraft,Bronze,3,Art of the Ninja,69kl4
Rise of Bahamut,Swordcraft,Silver,5,"Monika, Cloudhall Admiral",69mSS
Rise of Bahamut,Swordcraft,Silver,2,"Gelt, Vice Captain",69mSc
Rise of Bahamut,Swordcraft,Silver,4,"Jeno, Levin Vanguard",69mSm
Rise of Bahamut,Swordcraft,Silver,5,Cyclone Blade,69nBA
Rise of Bahamut,Swordcraft,Gold,4,"Amelia, Silver Paladin",69oui
Rise of Bahamut,Swordcraft,Gold,8,Fangblade Slayer,69ous
Rise of Bahamut,Swordcraft,Gold,3,Castle in the Sky,69pNo
Rise of Bahamut,Swordcraft,Legendary,5,"Albert, Levin Saber",69rKo
Rise of Bahamut,Runecraft,Bronze,2,"Craig, Wizard of Mysteria",6A6Qs
Rise of Bahamut,Runecraft,Bronze,4,Timeless Witch,6A6R0
Rise of Bahamut,Runecraft,Bronze,5,Ogler,6A6RA
Rise of Bahamut,Runecraft,Bronze,6,Blade Mage,6A6RK
Rise of Bahamut,Runecraft,Bronze,3,Rite of Exorcism,6A79Q
Rise of Bahamut,Runecraft,Silver,6,Disaster Witch,6A8sy
Rise of Bahamut,Runecraft,Silver,2,Dwarf Alchemist,6A8t6
Rise of Bahamut,Runecraft,Silver,3,"Clarke, Arcane Scholar",6A8tG
Rise of Bahamut,Runecraft,Silver,4,Piercing Rune,6A9bg
Rise of Bahamut,Runecraft,Gold,8,"Anne, Belle of Mysteria",6ABJC
Rise of Bahamut,Runecraft,Gold,6,Professor of Taboos,6ABJM
Rise of Bahamut,Runecraft,Gold,3,Secrets of Erasmus,6AC1w
Rise of Bahamut,Runecraft,Legendary,9,"Daria, Dimensional Witch",6ADlI
Rise of Bahamut,Dragoncraft,Bronze,5,Cunning Wyvern,6AUrM
Rise of Bahamut,Dragoncraft,Bronze,3,Griffon Knight,6AUrW
Rise of Bahamut,Dragoncraft,Bronze,2,Dragontamer,6AUrg
Rise of Bahamut,Dragoncraft,Bronze,2,Luxfang Kit,6AUrq
Rise of Bahamut,Dragoncraft,Bronze,5,Dragonclaw Pendant,6AV4q
Rise of Bahamut,Dragoncraft,Silver,3,"Eyfa, Wyvern Rider",6AXHS
Rise of Bahamut,Dragoncraft,Silver,4,Pyroxene Dragon,6AXHc
Rise of Bahamut,Dragoncraft,Silver,6,Owl Guardian,6AXHm
Rise of Bahamut,Dragoncraft,Silver,5,Draconic Fervor,6AY0A
Rise of Bahamut,Dragoncraft,Gold,8,Grea the Dragonborn,6AZji
Rise of Bahamut,Dragoncraft,Gold,2,Date Masamune,6AZjs
Rise of Bahamut,Dragoncraft,Gold,2,Breath of the Salamander,6AaSQ
Rise of Bahamut,Dragoncraft,Legendary,9,Imperial Dragoon,6Ac9o
Rise of Bahamut,Shadowcraft,Bronze,2,Ghosthound Sexton,6AtFs
Rise of Bahamut,Shadowcraft,Bronze,3,Feathered Patroller,6AtG0
Rise of Bahamut,Shadowcraft,Bronze,3,Attendant of Night,6AtGA
Rise of Bahamut,Shadowcraft,Bronze,3,Zombie Buccaneer,6AtGK
Rise of Bahamut,Shadowcraft,Bronze,3,Voices of Resentment,6At-a
Rise of Bahamut,Shadowcraft,Silver,4,Necroassassin,6Avhy
Rise of Bahamut,Shadowcraft,Silver,2,Lurching Corpse,6Avi6
Rise of Bahamut,Shadowcraft,Silver,7,Underworld Watchman Khawy,6AviG
Rise of Bahamut,Shadowcraft,Silver,1,Ghostly Grasp,6AwQg
Rise of Bahamut,Shadowcraft,Gold,6,Balor,6Ay8C
Rise of Bahamut,Shadowcraft,Gold,2,Shadow Reaper,6Ay8M
Rise of Bahamut,Shadowcraft,Gold,3,Pact with the Nethergod,6Aysw
Rise of Bahamut,Shadowcraft,Legendary,8,Nephthys,6A-aI
Rise of Bahamut,Bloodcraft,Bronze,2,"Yurius, Levin Duke",6BFgM
Rise of Bahamut,Bloodcraft,Bronze,4,Moriana the Bejeweled,6BFgW
Rise of Bahamut,Bloodcraft,Bronze,3,Alpha Wolfman,6BFgg
Rise of Bahamut,Bloodcraft,Bronze,6,Brazen Demoness,6BFgq
Rise of Bahamut,Bloodcraft,Bronze,1,Executioner's Axe,6BGOw
Rise of Bahamut,Bloodcraft,Silver,3,"Veight, Vampire Noble",6BI6S
Rise of Bahamut,Bloodcraft,Silver,5,Squall Lancer,6BI6c
Rise of Bahamut,Bloodcraft,Silver,6,Flood Behemoth,6BI6m
Rise of Bahamut,Bloodcraft,Silver,2,Hungering Horde,6BIrA
Rise of Bahamut,Bloodcraft,Gold,7,Ice Blade Warfiend,6BKYi
Rise of Bahamut,Bloodcraft,Gold,5,Mastema,6BKYs
Rise of Bahamut,Bloodcraft,Gold,3,Sadistic Night,6BLHQ
Rise of Bahamut,Bloodcraft,Legendary,7,Bloodhungry Matriarch,6BM-o
Rise of Bahamut,Havencraft,Bronze,3,Master Sage,6Be4s
Rise of Bahamut,Havencraft,Bronze,7,Soul Collector,6Be50
Rise of Bahamut,Havencraft,Bronze,2,Frog Cleric,6Be5A
Rise of Bahamut,Havencraft,Bronze,4,Veteran Tamer,6Be5K
Rise of Bahamut,Havencraft,Bronze,7,Manifestation of Faith,6BepQ
Rise of Bahamut,Havencraft,Silver,5,Ancient Lion Spirit,6BgWy
Rise of Bahamut,Havencraft,Silver,2,Luxwing Reno,6BgX6
Rise of Bahamut,Havencraft,Silver,3,"Damus, Oracle of Iniquity",6BgXG
Rise of Bahamut,Havencraft,Silver,3,Pegasus Sculpture,6Bh02
Rise of Bahamut,Havencraft,Gold,7,Luxhorn Sarissa,6BizC
Rise of Bahamut,Havencraft,Gold,6,Valhallan General,6BizM
Rise of Bahamut,Havencraft,Gold,4,Tribunal of Good and Evil,6BjSI
Rise of Bahamut,Havencraft,Legendary,5,Eidolon of Madness,6BlPI
Tempest of the Gods,Neutral,Bronze,3,Axe Fighter,6CnKC
Tempest of the Gods,Neutral,Bronze,1,Wise Merman,6CnKM
Tempest of the Gods,Neutral,Bronze,2,Owlcat,6CnKW
Tempest of the Gods,Neutral,Bronze,3,Test of Strength,6CnpI
Tempest of the Gods,Neutral,Silver,5,Goblin Princess,6CpmS
Tempest of the Gods,Neutral,Silver,2,Wandering Bard Elta,6Cpmc
Tempest of the Gods,Neutral,Silver,4,Impartial Strix,6Cpmm
Tempest of the Gods,Neutral,Silver,3,Frozen Mammoth,6Cp_w
Tempest of the Gods,Neutral,Gold,7,"Arriet, Soothing Harpist",6CsCY
Tempest of the Gods,Neutral,Gold,3,"Grimnir, War Cyclone",6CsCi
Tempest of the Gods,Neutral,Gold,8,Earthshock Ogre,6CsCs
Tempest of the Gods,Neutral,Legendary,10,Zeus,6Cueo
Tempest of the Gods,Neutral,Legendary,9,Israfil,6Cuey
Tempest of the Gods,Forestcraft,Bronze,2,Dryad,6D9ki
Tempest of the Gods,Forestcraft,Bronze,3,Cybele,6D9ks
Tempest of the Gods,Forestcraft,Bronze,3,Beetle Warrior,6D9l0
Tempest of the Gods,Forestcraft,Bronze,3,Ivy Spellbomb,6DATQ
Tempest of the Gods,Forestcraft,Silver,2,"Sukuna, Brave and Small",6DCAy
Tempest of the Gods,Forestcraft,Silver,4,"Vist, Elf Butler",6DCB6
Tempest of the Gods,Forestcraft,Silver,7,Mighty Dwarf,6DCBG
Tempest of the Gods,Forestcraft,Silver,3,Man-Eating Mangrove,6DCg2
Tempest of the Gods,Forestcraft,Gold,6,Crystalia Aerin,6DEdC
Tempest of the Gods,Forestcraft,Gold,5,Jungle Warden,6DEdM
Tempest of the Gods,Forestcraft,Gold,4,Fairy Cage,6DEsg
Tempest of the Gods,Forestcraft,Legendary,7,Elf Queen,6DH3I
Tempest of the Gods,Forestcraft,Legendary,8,Deepwood Anomaly,6DH3S
Tempest of the Gods,Swordcraft,Bronze,2,Naval Guard Simone,6DY9C
Tempest of the Gods,Swordcraft,Bronze,5,Tristan of the Round Table,6DY9M
Tempest of the Gods,Swordcraft,Bronze,4,Vagabond Frog,6DY9W
Tempest of the Gods,Swordcraft,Bronze,1,Spring Cleaning,6DYeI
Tempest of the Gods,Swordcraft,Silver,5,Luminous Mage,6DabS
Tempest of the Gods,Swordcraft,Silver,6,Jolly Rogers,6Dabc
Tempest of the Gods,Swordcraft,Silver,4,Shrouded Assassin,6Dabm
Tempest of the Gods,Swordcraft,Silver,3,Luminous Standard,6Daqw
Tempest of the Gods,Swordcraft,Gold,3,Captain Lecia,6Dd1i
Tempest of the Gods,Swordcraft,Gold,8,Captain Walfrid,6Dd1s
Tempest of the Gods,Swordcraft,Gold,5,Support Cannon,6DdHA
Tempest of the Gods,Swordcraft,Legendary,7,Roland the Incorruptible,6DfTo
Tempest of the Gods,Swordcraft,Legendary,4,Gawain of the Round Table,6DfTy
Tempest of the Gods,Runecraft,Bronze,3,Dazzling Healer,6DwZi
Tempest of the Gods,Runecraft,Bronze,3,Mage of Nightfall,6DwZs
Tempest of the Gods,Runecraft,Bronze,4,Halo Golem,6Dwa0
Tempest of the Gods,Runecraft,Bronze,2,Enchanted Library,6Dx2o
Tempest of the Gods,Runecraft,Silver,2,Freshman Lou,6Dy_y
Tempest of the Gods,Runecraft,Silver,2,Magic Illusionist,6Dz06
Tempest of the Gods,Runecraft,Silver,9,Chimera,6Dz0G
Tempest of the Gods,Runecraft,Silver,7,Enchanted Sword,6Dzkg
Tempest of the Gods,Runecraft,Gold,5,Magic Girl Melvie,6D_SC
Tempest of the Gods,Runecraft,Gold,8,Elder Mage of Dragonlore,6D_SM
Tempest of the Gods,Runecraft,Gold,6,Mutagenic Bolt,6E0Aw
Tempest of the Gods,Runecraft,Legendary,9,Wordwielder Ginger,6E1uI
Tempest of the Gods,Runecraft,Legendary,6,Hulking Giant,6E1uS
Tempest of the Gods,Dragoncraft,Bronze,3,Aqua Nereid,6EI-C
Tempest of the Gods,Dragoncraft,Bronze,3,Dragoon Scyther,6EI-M
Tempest of the Gods,Dragoncraft,Bronze,5,Hippocampus,6EI-W
Tempest of the Gods,Dragoncraft,Bronze,1,Dragon's Nest,6EJDg
Tempest of the Gods,Dragoncraft,Silver,5,Venomous Pucewyrm,6ELQS
Tempest of the Gods,Dragoncraft,Silver,4,Wind Reader Zell,6ELQc
Tempest of the Gods,Dragoncraft,Silver,5,Wrath Drake,6ELQm
Tempest of the Gods,Dragoncraft,Silver,6,Lightning Blast,6EM9A
Tempest of the Gods,Dragoncraft,Gold,6,Phoenix Rider Aina,6ENsi
Tempest of the Gods,Dragoncraft,Gold,4,Rahab,6ENss
Tempest of the Gods,Dragoncraft,Gold,4,Dragonslayer's Price,6EObQ
Tempest of the Gods,Dragoncraft,Legendary,5,Sibyl of the Waterwyrm,6EQIo
Tempest of the Gods,Dragoncraft,Legendary,8,Ouroboros,6EQIy
Tempest of the Gods,Shadowcraft,Bronze,1,Deadmoon Disciple,6EhOi
Tempest of the Gods,Shadowcraft,Bronze,6,Ebon Reaper,6EhOs
Tempest of the Gods,Shadowcraft,Bronze,3,Goblin Zombie,6EhP0
Tempest of the Gods,Shadowcraft,Bronze,2,Zombie Party,6Ei7Q
Tempest of the Gods,Shadowcraft,Silver,4,Orthrus,6Ejqy
Tempest of the Gods,Shadowcraft,Silver,4,Prince Catacomb,6Ejr6
Tempest of the Gods,Shadowcraft,Silver,5,Dolorblade Warrior,6EjrG
Tempest of the Gods,Shadowcraft,Silver,2,Grave Desecration,6Ek4Q
Tempest of the Gods,Shadowcraft,Gold,2,Little Soulsquasher,6EmHC
Tempest of the Gods,Shadowcraft,Gold,8,Immortal Thane,6EmHM
Tempest of the Gods,Shadowcraft,Gold,4,Death's Ledger,6EmmI
Tempest of the Gods,Shadowcraft,Legendary,3,Minthe of the Underworld,6EojI
Tempest of the Gods,Shadowcraft,Legendary,7,Demonlord Eachtar,6EojS
Tempest of the Gods,Bloodcraft,Bronze,2,Spiderweb Imp,6F3pC
Tempest of the Gods,Bloodcraft,Bronze,4,Assault Werewolf,6F3pM
Tempest of the Gods,Bloodcraft,Bronze,3,Frogbat,6F3pW
Tempest of the Gods,Bloodcraft,Bronze,6,Stolen Life,6F4Xw
Tempest of the Gods,Bloodcraft,Silver,2,Baphomet,6F6FS
Tempest of the Gods,Bloodcraft,Silver,5,Vlad,6F6Fc
Tempest of the Gods,Bloodcraft,Silver,5,Dark Airjammer,6F6Fm
Tempest of the Gods,Bloodcraft,Silver,2,Mask of the Black Death,6F6kY
Tempest of the Gods,Bloodcraft,Gold,7,Soul Dominator,6F8hi
Tempest of the Gods,Bloodcraft,Gold,2,"Galretto, Devil of Love",6F8hs
Tempest of the Gods,Bloodcraft,Gold,3,Blood Moon,6F9Ao
Tempest of the Gods,Bloodcraft,Legendary,4,Belphegor,6FB7o
Tempest of the Gods,Bloodcraft,Legendary,8,Maelstrom Serpent,6FB7y
Tempest of the Gods,Havencraft,Bronze,4,Pure Healer,6FSDi
Tempest of the Gods,Havencraft,Bronze,2,Mist Shaman,6FSDs
Tempest of the Gods,Havencraft,Bronze,4,Octobishop,6FSE0
Tempest of the Gods,Havencraft,Bronze,3,Candelabra of Prayers,6FSTA
Tempest of the Gods,Havencraft,Silver,5,Gravekeeper Sonia,6FUfy
Tempest of the Gods,Havencraft,Silver,2,Holy Bowman Kel,6FUg6
Tempest of the Gods,Havencraft,Silver,6,Calydonian Boar,6FUgG
Tempest of the Gods,Havencraft,Silver,4,Iron Maiden,6FV92
Tempest of the Gods,Havencraft,Gold,3,"Zoe, Queen of Goldenia",6FX6C
Tempest of the Gods,Havencraft,Gold,6,Judge of Retribution,6FX6M
Tempest of the Gods,Havencraft,Gold,8,Tarnished Grail,6FXbI
Tempest of the Gods,Havencraft,Legendary,6,Dark Jeanne,6FZYI
Tempest of the Gods,Havencraft,Legendary,9,Heavenly Aegis,6FZYS
Wonderland Dreams,Neutral,Bronze,5,"Ephemera, Angelic Slacker",6GbT2
Wonderland Dreams,Neutral,Bronze,3,Angelic Knight,6GbTC
Wonderland Dreams,Neutral,Bronze,4,Goblin Leader,6GbTM
Wonderland Dreams,Neutral,Bronze,7,Eggsplosion,6GcBw
Wonderland Dreams,Neutral,Silver,2,Actress Feria,6GdvI
Wonderland Dreams,Neutral,Silver,5,Gruff Mountaineer Captain,6GdvS
Wonderland Dreams,Neutral,Silver,6,Lion Champion,6Gdvc
Wonderland Dreams,Neutral,Silver,1,Into the Looking Glass,6GeeA
Wonderland Dreams,Neutral,Gold,3,Rapunzel,6GgLY
Wonderland Dreams,Neutral,Gold,5,"Snow, Whitecat Sage",6GgLi
Wonderland Dreams,Neutral,Gold,5,Hector,6GgLs
Wonderland Dreams,Neutral,Legendary,4,"Alice, Wonderland Explorer",6Gino
Wonderland Dreams,Neutral,Legendary,10,Queen of the Dread Sea,6Giny
Wonderland Dreams,Forestcraft,Bronze,4,Flower Princess,6GztY
Wonderland Dreams,Forestcraft,Bronze,2,"Tweedle Dum, Tweedle Dee",6Gzti
Wonderland Dreams,Forestcraft,Bronze,3,Kindly Treant,6Gzts
Wonderland Dreams,Forestcraft,Bronze,3,Woodland Band,6G-7A
Wonderland Dreams,Forestcraft,Silver,2,Abby the Axe Girl,6H0Jo
Wonderland Dreams,Forestcraft,Silver,4,Snowfield Warrior,6H0Jy
Wonderland Dreams,Forestcraft,Silver,6,Sylvan Elder,6H0K6
Wonderland Dreams,Forestcraft,Silver,2,Wood of Brambles,6H0p2
Wonderland Dreams,Forestcraft,Gold,3,"Magical Fairy, Lilac",6H2m2
Wonderland Dreams,Forestcraft,Gold,4,Fairy Driver,6H2mC
Wonderland Dreams,Forestcraft,Gold,2,Elf Twins' Assault,6H3Uw
Wonderland Dreams,Forestcraft,Legendary,6,Beauty and the Beast,6H5CI
Wonderland Dreams,Forestcraft,Legendary,2,Fairy Dragon,6H5CS
Wonderland Dreams,Swordcraft,Bronze,5,Kunoichi Master,6HMI2
Wonderland Dreams,Swordcraft,Bronze,6,Axe Destroyer,6HMIC
Wonderland Dreams,Swordcraft,Bronze,3,Rabbit Ear Attendant,6HMIM
Wonderland Dreams,Swordcraft,Bronze,3,Kiss of the Princess,6HN0w
Wonderland Dreams,Swordcraft,Silver,3,Young Ogrehunter Momo,6HOkI
Wonderland Dreams,Swordcraft,Silver,3,Old Man and Old Woman,6HOkS
Wonderland Dreams,Swordcraft,Silver,2,Bladed Hedgehog,6HOkc
Wonderland Dreams,Swordcraft,Silver,2,Shield of Flame,6HPTA
Wonderland Dreams,Swordcraft,Gold,2,"Maisy, Red Riding Hood",6HRAY
Wonderland Dreams,Swordcraft,Gold,5,White Ridge Swordsman,6HRAi
Wonderland Dreams,Swordcraft,Gold,5,Council of Card Knights,6HRvQ
