expansion_,craft_,rarity_,pp_,CardName,id_,Code
星神の伝説,ロイヤル,ゴールドレア,1,ペルセウス,106231020,6LFJi
星神の伝説,ロイヤル,ゴールドレア,5,円卓会議,106234010,6LG2Q
星神の伝説,ロイヤル,レジェンド,3,静かなる炎将・マーズ,106241010,6LHlo
星神の伝説,ロイヤル,レジェンド,5,バルバロッサ,106241020,6LHly
星神の伝説,ウィッチ,ブロンズレア,4,ライトニングランサー,106311010,6LYrY
星神の伝説,ウィッチ,ブロンズレア,6,ミスティアストロジスト,106311020,6LYri
星神の伝説,ウィッチ,ブロンズレア,2,マジックオウル,106311030,6LYrs
星神の伝説,ウィッチ,ブロンズレア,1,星見の望遠鏡,106312010,6LZ5A
星神の伝説,ウィッチ,シルバーレア,4,太陽の踊り手・ロレア,106321010,6LbHo
星神の伝説,ウィッチ,シルバーレア,3,マジックガンハンター,106321020,6LbHy
星神の伝説,ウィッチ,シルバーレア,3,聖法の教師・フロウ,106321030,6LbI6
星神の伝説,ウィッチ,シルバーレア,3,精神統一,106324010,6Lc0g
星神の伝説,ウィッチ,ゴールドレア,3,エウロペ,106331010,6Ldk2
星神の伝説,ウィッチ,ゴールドレア,5,暴威のゴーレム,106331020,6LdkC
星神の伝説,ウィッチ,ゴールドレア,2,コールチェイン,106334010,6LeSw
星神の伝説,ウィッチ,レジェンド,2,星読みの魔女・ステラ,106341010,6LgAI
星神の伝説,ウィッチ,レジェンド,9,ギガントキマイラ,106341020,6LgAS
星神の伝説,ドラゴン,ブロンズレア,2,竜を育む者・マチルダ,106411010,6LxG2
星神の伝説,ドラゴン,ブロンズレア,6,鱗の狂戦士,106411020,6LxGC
星神の伝説,ドラゴン,ブロンズレア,3,エストレアビースト,106411030,6LxGM
星神の伝説,ドラゴン,ブロンズレア,2,竜の未来視,106414010,6Lx-w
星神の伝説,ドラゴン,シルバーレア,5,魔獣の乗り手,106421010,6LziI
星神の伝説,ドラゴン,シルバーレア,3,ベオウルフ,106421020,6LziS
星神の伝説,ドラゴン,シルバーレア,9,ケートス,106421030,6Lzic
星神の伝説,ドラゴン,シルバーレア,7,竜の峡谷,106423010,6L-BY
星神の伝説,ドラゴン,ゴールドレア,5,ドラゴニックシンガー,106431010,6M08Y
星神の伝説,ドラゴン,ゴールドレア,3,スターフェニックス,106431020,6M08i
星神の伝説,ドラゴン,ゴールドレア,3,誓いの一撃,106434010,6M0tQ
星神の伝説,ドラゴン,レジェンド,3,原初の竜使い,106441010,6M2ao
星神の伝説,ドラゴン,レジェンド,10,ピュートーン,106441020,6M2ay
星神の伝説,ネクロマンサー,ブロンズレア,5,漆黒の剣鬼,106511010,6MJgY
星神の伝説,ネクロマンサー,ブロンズレア,4,カストール,106511020,6MJgi
星神の伝説,ネクロマンサー,ブロンズレア,2,ベレヌス,106511030,6MJgs
星神の伝説,ネクロマンサー,ブロンズレア,2,並び立つ墓,106512010,6MJwA
星神の伝説,ネクロマンサー,シルバーレア,3,悪魔の拳法家・ソーラ,106521010,6MM6o
星神の伝説,ネクロマンサー,シルバーレア,8,ルナルの死霊術師・リュート,106521020,6MM6y
星神の伝説,ネクロマンサー,シルバーレア,5,フレスベルグ,106521030,6MM76
星神の伝説,ネクロマンサー,シルバーレア,2,呪われた忠誠,106524010,6MMrg
星神の伝説,ネクロマンサー,ゴールドレア,4,夜の令嬢・セレス,106531010,6MOZ2
星神の伝説,ネクロマンサー,ゴールドレア,2,アンドレアルフス,106531020,6MOZC
星神の伝説,ネクロマンサー,ゴールドレア,7,死滅の霧,106534010,6MPHw
星神の伝説,ネクロマンサー,レジェンド,4,トワイライトクイーン,106541010,6MQ_I
星神の伝説,ネクロマンサー,レジェンド,7,滅殺の鎧,106541020,6MQ_S
星神の伝説,ヴァンパイア,ブロンズレア,7,グンロズ,106611010,6Mi52
星神の伝説,ヴァンパイア,ブロンズレア,3,ファングサーペント,106611020,6Mi5C
星神の伝説,ヴァンパイア,ブロンズレア,2,スコルピオ,106611030,6Mi5M
星神の伝説,ヴァンパイア,ブロンズレア,3,毒蛇の一噛み,106614010,6Mipw
星神の伝説,ヴァンパイア,シルバーレア,4,エウリュアレー,106621010,6MkXI
星神の伝説,ヴァンパイア,シルバーレア,6,フェンリル,106621020,6MkXS
星神の伝説,ヴァンパイア,シルバーレア,2,デビルシープ,106621030,6MkXc
星神の伝説,ヴァンパイア,シルバーレア,2,絡み付く鎖,106624010,6MlGA
星神の伝説,ヴァンパイア,ゴールドレア,7,ステンノ,106631010,6MmzY
星神の伝説,ヴァンパイア,ゴールドレア,5,轟雷の悪魔,106631020,6Mmzi
星神の伝説,ヴァンパイア,ゴールドレア,3,ゴルゴーンの試練,106634010,6MniQ
星神の伝説,ヴァンパイア,レジェンド,4,毒牙の姫・メドゥーサ,106641010,6MpPo
星神の伝説,ヴァンパイア,レジェンド,5,ヨルムンガンド,106641020,6MpPy
星神の伝説,ビショップ,ブロンズレア,3,パニッシュシスター,106711010,6N4VY
星神の伝説,ビショップ,ブロンズレア,4,星追いの精霊,106711020,6N4Vi
星神の伝説,ビショップ,ブロンズレア,2,スタービショップ,106711030,6N4Vs
星神の伝説,ビショップ,ブロンズレア,2,焼けた鉄靴,106713010,6N4-o
星神の伝説,ビショップ,シルバーレア,6,スタープリーステス,106721010,6N6xo
星神の伝説,ビショップ,シルバーレア,3,アイギーナ,106721020,6N6xy
星神の伝説,ビショップ,シルバーレア,5,神殿の狂鬼,106721030,6N6y6
星神の伝説,ビショップ,シルバーレア,3,星の奔流,106724010,6N7gg
星神の伝説,ビショップ,ゴールドレア,2,アンドロメダ,106731010,6N9O2
星神の伝説,ビショップ,ゴールドレア,8,グレートタウラス,106731020,6N9OC
星神の伝説,ビショップ,ゴールドレア,1,星導の天球儀,106733010,6N9tI
星神の伝説,ビショップ,レジェンド,6,白翼の守護神・アイテール,106741010,6NBqI
星神の伝説,ビショップ,レジェンド,7,邪教の権化,106741020,6NBqS
時空転生,ニュートラル,ブロンズレア,3,ダンジョンエクスプローラー・クロエ,107011010,6ODl2
時空転生,ニュートラル,ブロンズレア,3,豪快な斧使い,107011020,6ODlC
時空転生,ニュートラル,ブロンズレア,2,ハッピーピッグ,107011030,6ODlM
時空転生,ニュートラル,ブロンズレア,3,落とし穴,107014010,6OETw
時空転生,ニュートラル,シルバーレア,5,ホーリーエンジェル・アルテア,107021010,6OGBI
時空転生,ニュートラル,シルバーレア,3,ゴブリンマウントオーガ,107021020,6OGBS
時空転生,ニュートラル,シルバーレア,1,財宝の地図,107024010,6OGwA
時空転生,ニュートラル,ゴールドレア,4,輝く鐘・ベルエンジェル,107031010,6OIdY
時空転生,ニュートラル,ゴールドレア,3,ゴブリンエンペラー,107031020,6OIdi
時空転生,ニュートラル,ゴールドレア,4,堕天,107034010,6OJMQ
時空転生,ニュートラル,レジェンド,8,クロノス,107041010,6OL3o
時空転生,ニュートラル,レジェンド,3,バイヴカハ,107041020,6OL3y
時空転生,エルフ,ブロンズレア,3,百錬のアーチャー,107111010,6Oc9Y
時空転生,エルフ,ブロンズレア,4,森の哲学者,107111020,6Oc9i
時空転生,エルフ,ブロンズレア,2,リーフマン,107111030,6Oc9s
時空転生,エルフ,ブロンズレア,1,炎精の森,107113010,6Oceo
時空転生,エルフ,シルバーレア,3,紅弓のエルフ,107121010,6Oebo
時空転生,エルフ,シルバーレア,2,憤怒のエルダーウィードマン,107121020,6Oeby
時空転生,エルフ,シルバーレア,3,本能の解放,107124010,6OfKg
時空転生,エルフ,ゴールドレア,2,エルフの鍛冶師・レーネ,107131010,6Oh22
時空転生,エルフ,ゴールドレア,6,フェアリーセイバー,107131020,6Oh2C
時空転生,エルフ,ゴールドレア,1,妖精の奔流,107134010,6Ohmw
時空転生,エルフ,レジェンド,4,導きの妖精姫・アリア,107141010,6OjUI
時空転生,エルフ,レジェンド,2,インセクトキング,107141020,6OjUS
時空転生,ロイヤル,ブロンズレア,5,王城の守衛,107211010,6O-a2
時空転生,ロイヤル,ブロンズレア,3,マーチャントガール,107211020,6O-aC
時空転生,ロイヤル,ブロンズレア,1,狼牙の剣士,107211030,6O-aM
時空転生,ロイヤル,ブロンズレア,3,暗殺術,107214010,6O_Iw
時空転生,ロイヤル,シルバーレア,4,先陣の騎兵,107221010,6P10I
時空転生,ロイヤル,シルバーレア,2,傭兵の帰還者,107221020,6P10S
時空転生,ロイヤル,シルバーレア,1,騎士号の授与,107224010,6P1lA
時空転生,ロイヤル,ゴールドレア,3,嵐の槍使い,107231010,6P3SY
時空転生,ロイヤル,ゴールドレア,2,高潔なる大臣,107231020,6P3Si
時空転生,ロイヤル,ゴールドレア,4,逆境への対処,107234010,6P4BQ
時空転生,ロイヤル,レジェンド,6,ダークセイバー・メリッサ,107241010,6P5uo
時空転生,ロイヤル,レジェンド,7,騎士王・アーサー,107241020,6P5uy
時空転生,ウィッチ,ブロンズレア,3,マナリアの召喚士・ベリル,107311010,6PM-Y
時空転生,ウィッチ,ブロンズレア,2,術式の教師・ジル,107311020,6PM-i
時空転生,ウィッチ,ブロンズレア,7,精神の締め出し,107314010,6PNjQ
時空転生,ウィッチ,ブロンズレア,5,連鎖する雷,107314020,6PNja
時空転生,ウィッチ,シルバーレア,4,笑顔の奇術師・サミー,107321010,6PPQo
時空転生,ウィッチ,シルバーレア,2,静寂の実験室,107322010,6PPgQ
時空転生,ウィッチ,シルバーレア,1,マナリアの知識,107324010,6PQ9g
時空転生,ウィッチ,ゴールドレア,5,マナリアの生徒会長・ハンナ,107331010,6PRt2
時空転生,ウィッチ,ゴールドレア,4,ノヴァフレア,107334010,6PSbw
時空転生,ウィッチ,ゴールドレア,6,大召喚,107334020,6PSc4
時空転生,ウィッチ,レジェンド,5,魔術の始祖・マナリア,107341010,6PUJI
時空転生,ウィッチ,レジェンド,8,白銀剣のゴーレム,107341020,6PUJS
時空転生,ドラゴン,ブロンズレア,3,竜友の少女,107411010,6PlP2
時空転生,ドラゴン,ブロンズレア,4,バジリスクライダー,107411020,6PlPC
時空転生,ドラゴン,ブロンズレア,8,氷炎竜,107411030,6PlPM
時空転生,ドラゴン,ブロンズレア,1,嵐の翼,107414010,6Pm7w
時空転生,ドラゴン,シルバーレア,2,美麗なる竜人・マリオン,107421010,6PnrI
時空転生,ドラゴン,シルバーレア,4,塔の守護竜・アデール,107421020,6PnrS
時空転生,ドラゴン,シルバーレア,1,竜の集結,107424010,6PoaA
時空転生,ドラゴン,ゴールドレア,2,竜剣の少女・アイラ,107431010,6PqHY
時空転生,ドラゴン,ゴールドレア,9,狂えるドレイク,107431020,6PqHi
時空転生,ドラゴン,ゴールドレア,4,破竜激震,107434010,6Pr0Q
時空転生,ドラゴン,レジェンド,7,竜の炎・ジルニトラ,107441010,6Psjo
時空転生,ドラゴン,レジェンド,10,アジ・ダハーカ,107441020,6Psjy
時空転生,ネクロマンサー,ブロンズレア,2,陰鬱な死霊術師,107511010,6Q7pY
時空転生,ネクロマンサー,ブロンズレア,4,マミー,107511020,6Q7pi
時空転生,ネクロマンサー,ブロンズレア,2,骸骨虫,107511030,6Q7ps
時空転生,ネクロマンサー,ブロンズレア,4,スカルリング,107513010,6Q8Io
時空転生,ネクロマンサー,シルバーレア,3,霊呼びの少女,107521010,6QAFo
時空転生,ネクロマンサー,シルバーレア,7,アヌビス,107521020,6QAFy
時空転生,ネクロマンサー,シルバーレア,1,墓場への誘い,107524010,6QA-g
時空転生,ネクロマンサー,ゴールドレア,8,死竜の使い手,107531010,6QCi2
時空転生,ネクロマンサー,ゴールドレア,6,スケルトンプリンス,107531020,6QCiC
時空転生,ネクロマンサー,ゴールドレア,5,生と死の逆転,107534010,6QDQw
時空転生,ネクロマンサー,レジェンド,5,冥守の長・アイシャ,107541010,6QF8I
時空転生,ネクロマンサー,レジェンド,8,死の淵に立つ者,107541020,6QF8S
時空転生,ヴァンパイア,ブロンズレア,2,硝子刃の悪魔,107611010,6QWE2
時空転生,ヴァンパイア,ブロンズレア,3,サーベイジウルフ,107611020,6QWEC
時空転生,ヴァンパイア,ブロンズレア,2,呪いのカカシ,107611030,6QWEM
時空転生,ヴァンパイア,ブロンズレア,3,吸血の刻印,107614010,6QWyw
時空転生,ヴァンパイア,シルバーレア,3,ヴァッサゴ,107621010,6QYgI
時空転生,ヴァンパイア,シルバーレア,3,パズズ,107621020,6QYgS
時空転生,ヴァンパイア,シルバーレア,4,魔神の剣,107622010,6QYvw
時空転生,ヴァンパイア,ゴールドレア,3,ラブリーサキュバス・リリム,107631010,6Qb6Y
時空転生,ヴァンパイア,ゴールドレア,4,テラーデーモン,107631020,6Qb6i
時空転生,ヴァンパイア,ゴールドレア,6,大悪魔の腕,107634010,6QbrQ
時空転生,ヴァンパイア,レジェンド,5,ヴァルプルギスナハト,107641010,6QdYo
時空転生,ヴァンパイア,レジェンド,9,ディアボロス・プセマ,107641020,6QdYy
時空転生,ビショップ,ブロンズレア,2,ソードシスター,107711010,6QueY
時空転生,ビショップ,ブロンズレア,4,誓いの翼戦士,107711020,6Quei
時空転生,ビショップ,ブロンズレア,2,詠唱：宝石の甲羅,107713010,6Qv7o
時空転生,ビショップ,ブロンズレア,1,詠唱：翼の砂時計,107713020,6Qv7y
時空転生,ビショップ,シルバーレア,6,アークビショップ・カトレア,107721010,6Qx4o
時空転生,ビショップ,シルバーレア,2,詠唱：蛇神の宴,107723010,6Qxa2
時空転生,ビショップ,シルバーレア,5,清き殲滅,107724010,6Qxpg
時空転生,ビショップ,ゴールドレア,4,ペガサスデュラハン,107731010,6QzX2
時空転生,ビショップ,ゴールドレア,1,頂きの教会,107732010,6Qzmg
時空転生,ビショップ,ゴールドレア,4,詠唱：古き護り手,107733010,6Q-0I
時空転生,ビショップ,レジェンド,3,希望導く聖乙女・ジャンヌ,107741010,6Q_zI
時空転生,ビショップ,レジェンド,7,ヘヴンリーナイト,107741020,6Q_zS
時空転生,ネメシス,ブロンズレア,4,機構の弓兵,107811010,6RH32
時空転生,ネメシス,ブロンズレア,2,熊人形の少女,107811020,6RH3C
時空転生,ネメシス,ブロンズレア,4,重力戦士,107811030,6RH3M
時空転生,ネメシス,ブロンズレア,5,魔銃の傭兵,107811040,6RH3W
時空転生,ネメシス,ブロンズレア,3,肉球砲の撃ち手,107811050,6RH3g
時空転生,ネメシス,ブロンズレア,3,鋼鉄の壊し屋,107811060,6RH3q
時空転生,ネメシス,ブロンズレア,3,鉄杖の機構士,107811070,6RH3-
時空転生,ネメシス,ブロンズレア,6,キャプテン・メテオ,107811080,6RH48
時空転生,ネメシス,ブロンズレア,2,ハーメルン,107811090,6RH4I
時空転生,ネメシス,ブロンズレア,2,機構翼の剣士,107811100,6RH4S
時空転生,ネメシス,ブロンズレア,8,エアシップホエール,107811110,6RH4c
時空転生,ネメシス,ブロンズレア,5,仮面人形,107811120,6RH4m
時空転生,ネメシス,ブロンズレア,2,悪魔のエピタフ,107811130,6RH4w
時空転生,ネメシス,ブロンズレア,3,カースドストーン,107811140,6RH54
時空転生,ネメシス,ブロンズレア,3,静謐なる歯車,107813010,6RHYI
時空転生,ネメシス,ブロンズレア,3,パペットルーム,107813020,6RHYS
時空転生,ネメシス,ブロンズレア,1,加速装置,107813030,6RHYc
時空転生,ネメシス,シルバーレア,2,機構翼の少女・ローザ,107821010,6RJVI
時空転生,ネメシス,シルバーレア,2,フラワードール,107821020,6RJVS
時空転生,ネメシス,シルバーレア,2,イカロス,107821030,6RJVc
時空転生,ネメシス,シルバーレア,3,熱狂の機兵士,107821040,6RJVm
時空転生,ネメシス,シルバーレア,7,造られし巨像,107821050,6RJVw
時空転生,ネメシス,シルバーレア,9,復讐の人形遣い・ノア,107821060,6RJW4
時空転生,ネメシス,シルバーレア,2,機構職人・ジノ,107821070,6RJWE
時空転生,ネメシス,シルバーレア,9,アメジストの巨兵,107821080,6RJWO
時空転生,ネメシス,シルバーレア,5,不定の実験体,107821090,6RJWY
時空転生,ネメシス,シルバーレア,5,オートマタソルジャー,107821100,6RJWi
時空転生,ネメシス,シルバーレア,1,古代の増幅器,107823010,6RJ-Y
時空転生,ネメシス,シルバーレア,3,すり替わり,107824010,6RKEA
時空転生,ネメシス,シルバーレア,1,製造術,107824020,6RKEK
時空転生,ネメシス,ゴールドレア,6,造られし獣人・サフィラ,107831010,6RLxY
時空転生,ネメシス,ゴールドレア,5,ハクラビ,107831020,6RLxi
時空転生,ネメシス,ゴールドレア,4,銀車の回し手,107831030,6RLxs
時空転生,ネメシス,ゴールドレア,8,天威の剣士,107831040,6RLy0
時空転生,ネメシス,ゴールドレア,4,マインドルーラー・モートン,107831050,6RLyA
時空転生,ネメシス,ゴールドレア,7,ゴッドバレットゴーレム,107831060,6RLyK
時空転生,ネメシス,ゴールドレア,1,虚数物体,107833010,6RMQo
時空転生,ネメシス,ゴールドレア,5,異界転送,107834010,6RMgQ
時空転生,ネメシス,ゴールドレア,0,生命の量産,107834020,6RMga
時空転生,ネメシス,レジェンド,8,マグナレガシー,107841010,6RONo
時空転生,ネメシス,レジェンド,5,神秘の番人・スピネ,107841020,6RONy
時空転生,ネメシス,レジェンド,5,デウスエクスマキナ,107841030,6ROO6
起源の光、終焉の闇,ニュートラル,ブロンズレア,3,混沌のヴァルキリー,108011010,6S1u2
起源の光、終焉の闇,ニュートラル,ブロンズレア,2,タルトマン,108011020,6S1uC
起源の光、終焉の闇,ニュートラル,ブロンズレア,1,天使の泉,108013010,6S2NI
起源の光、終焉の闇,ニュートラル,シルバーレア,2,秩序のヴァルキリー,108021010,6S4KI
起源の光、終焉の闇,ニュートラル,シルバーレア,5,神罰,108024010,6S53A
起源の光、終焉の闇,ニュートラル,ゴールドレア,6,スットゥング,108031010,6S6mY
起源の光、終焉の闇,ニュートラル,ゴールドレア,2,天界の尖兵,108031020,6S6mi
起源の光、終焉の闇,ニュートラル,ゴールドレア,4,オケアノス,108031030,6S6ms
起源の光、終焉の闇,ニュートラル,レジェンド,7,マルドゥーク,108041010,6S9Co
起源の光、終焉の闇,ニュートラル,レジェンド,3,月と太陽,108044010,6S9xg
起源の光、終焉の闇,エルフ,ブロンズレア,4,エルフジェネラル,108111010,6SQIY
起源の光、終焉の闇,エルフ,ブロンズレア,2,魔界樹の下僕,108111020,6SQIi
起源の光、終焉の闇,エルフ,ブロンズレア,3,バッタの指揮者,108111030,6SQIs
起源の光、終焉の闇,エルフ,ブロンズレア,2,妖精花,108113010,6SQno
起源の光、終焉の闇,エルフ,シルバーレア,4,オシャレ女王・ネルシャ,108121010,6SSko
起源の光、終焉の闇,エルフ,シルバーレア,3,オウルマン,108121020,6SSky
起源の光、終焉の闇,エルフ,シルバーレア,4,森の囁き,108124010,6STTg
起源の光、終焉の闇,エルフ,ゴールドレア,2,愛の妖精・ポーラ,108131010,6SVB2
起源の光、終焉の闇,エルフ,ゴールドレア,5,瞬速の大狼,108131020,6SVBC
起源の光、終焉の闇,エルフ,ゴールドレア,2,歴戦の鷹匠,108131030,6SVBM
起源の光、終焉の闇,エルフ,レジェンド,6,ユグドラシル,108141010,6SXdI
起源の光、終焉の闇,エルフ,レジェンド,6,ホワイトヴァナラ,108141020,6SXdS
起源の光、終焉の闇,エルフ,レジェンド,6,翠嵐の斧使い,108141030,6SXdc
起源の光、終焉の闇,ロイヤル,ブロンズレア,1,アックスプリンセス,108211010,6Soj2
起源の光、終焉の闇,ロイヤル,ブロンズレア,3,マスターサムライ,108211020,6SojC
起源の光、終焉の闇,ロイヤル,ブロンズレア,2,ホーリーナイトベア,108211030,6SojM
起源の光、終焉の闇,ロイヤル,ブロンズレア,4,前線の城壁,108213010,6SpCI
起源の光、終焉の闇,ロイヤル,シルバーレア,3,静かなるメイド・ノーニャ,108221010,6Sr9I
起源の光、終焉の闇,ロイヤル,シルバーレア,2,粗暴な豪剣士,108221020,6Sr9S
起源の光、終焉の闇,ロイヤル,シルバーレア,3,魔導狙撃士・ワルツ,108221030,6Sr9c
起源の光、終焉の闇,ロイヤル,ゴールドレア,2,イノセントプリンセス・プリム,108231010,6StbY
起源の光、終焉の闇,ロイヤル,ゴールドレア,2,悪魔伯爵・ダリオ,108231020,6Stbi
起源の光、終焉の闇,ロイヤル,ゴールドレア,1,白と黒の決闘,108234010,6SuKQ
起源の光、終焉の闇,ロイヤル,レジェンド,2,空の指揮官・セリア,108241010,6Sw1o
起源の光、終焉の闇,ロイヤル,レジェンド,8,スカイフォートレス,108241020,6Sw1y
起源の光、終焉の闇,ロイヤル,レジェンド,6,スパルタクス,108241030,6Sw26
起源の光、終焉の闇,ウィッチ,ブロンズレア,2,未来視の魔女,108311010,6TB7Y
起源の光、終焉の闇,ウィッチ,ブロンズレア,4,月影の魔法使い,108311020,6TB7i
起源の光、終焉の闇,ウィッチ,ブロンズレア,2,獣面の魔術師,108311030,6TB7s
起源の光、終焉の闇,ウィッチ,ブロンズレア,5,ストームレイジ,108314010,6TBsQ
起源の光、終焉の闇,ウィッチ,シルバーレア,3,天才魔法使い・エルザ,108321010,6TDZo
起源の光、終焉の闇,ウィッチ,シルバーレア,2,マナリアの竜術士,108321020,6TDZy
起源の光、終焉の闇,ウィッチ,シルバーレア,4,サモンサークル,108323010,6TE32
起源の光、終焉の闇,ウィッチ,ゴールドレア,7,キングスノーマン,108331010,6TG02
起源の光、終焉の闇,ウィッチ,ゴールドレア,7,オニオン軍団の長・バーゼント,108331020,6TG0C
起源の光、終焉の闇,ウィッチ,ゴールドレア,3,アイシクルランス,108334010,6TGkw
起源の光、終焉の闇,ウィッチ,レジェンド,4,宿命の語り部・ルーニィ,108341010,6TISI
起源の光、終焉の闇,ウィッチ,レジェンド,9,無貌の魔女,108341020,6TISS
起源の光、終焉の闇,ウィッチ,レジェンド,5,真実の究明者・ファウスト,108341030,6TISc
起源の光、終焉の闇,ドラゴン,ブロンズレア,6,シャドウドラグーン・コーダ,108411010,6TZY2
起源の光、終焉の闇,ドラゴン,ブロンズレア,5,竜翼の暗殺者,108411020,6TZYC
起源の光、終焉の闇,ドラゴン,ブロンズレア,3,竜装の大剣士,108411030,6TZYM
起源の光、終焉の闇,ドラゴン,ブロンズレア,2,まどろみの白竜,108411040,6TZYW
起源の光、終焉の闇,ドラゴン,シルバーレア,2,屠竜の勇士,108421010,6Tb-I
起源の光、終焉の闇,ドラゴン,シルバーレア,5,相反する息吹・ガルア,108421020,6Tb-S
起源の光、終焉の闇,ドラゴン,シルバーレア,2,オルカの大渦,108424010,6TcjA
起源の光、終焉の闇,ドラゴン,ゴールドレア,3,斬竜剣士・ロイ,108431010,6TeQY
起源の光、終焉の闇,ドラゴン,ゴールドレア,8,竜鎧の戦士,108431020,6TeQi
起源の光、終焉の闇,ドラゴン,ゴールドレア,3,ドラゴニュートの威圧,108434010,6Tf9Q
起源の光、終焉の闇,ドラゴン,レジェンド,9,ドラゴニックメイル・ギルヴァ,108441010,6Tgso
起源の光、終焉の闇,ドラゴン,レジェンド,10,リントヴルム,108441020,6Tgsy
起源の光、終焉の闇,ドラゴン,レジェンド,2,銀氷のドラゴニュート・フィルレイン,108441030,6Tgt6
起源の光、終焉の闇,ネクロマンサー,ブロンズレア,2,骸の代弁者,108511010,6TxyY
起源の光、終焉の闇,ネクロマンサー,ブロンズレア,5,夜想の死神,108511020,6Txyi
起源の光、終焉の闇,ネクロマンサー,ブロンズレア,1,悪戯な霊魂,108511030,6Txys
起源の光、終焉の闇,ネクロマンサー,ブロンズレア,2,霊魂再生,108514010,6TyhQ
起源の光、終焉の闇,ネクロマンサー,シルバーレア,3,ビッグソウルハンター,108521010,6T-Oo
起源の光、終焉の闇,ネクロマンサー,シルバーレア,4,巨腕のスケルトン,108521020,6T-Oy
起源の光、終焉の闇,ネクロマンサー,シルバーレア,3,ポルターガイスト,108524010,6T_7g
起源の光、終焉の闇,ネクロマンサー,ゴールドレア,7,気紛れな蘇生者,108531010,6U0r2
起源の光、終焉の闇,ネクロマンサー,ゴールドレア,3,常闇の梟,108531020,6U0rC
起源の光、終焉の闇,ネクロマンサー,ゴールドレア,2,スカルデッドロード,108531030,6U0rM
起源の光、終焉の闇,ネクロマンサー,レジェンド,6,永劫を求む者・ケリドウェン,108541010,6U3HI
起源の光、終焉の闇,ネクロマンサー,レジェンド,7,最果ての骸,108541020,6U3HS
起源の光、終焉の闇,ネクロマンサー,レジェンド,7,幽霊支配人・アーカス,108541030,6U3Hc
起源の光、終焉の闇,ヴァンパイア,ブロンズレア,3,ナイトメアデビル,108611010,6UKN2
起源の光、終焉の闇,ヴァンパイア,ブロンズレア,9,災厄の魔神,108611020,6UKNC
起源の光、終焉の闇,ヴァンパイア,ブロンズレア,5,激情の悪魔,108611030,6UKNM
起源の光、終焉の闇,ヴァンパイア,ブロンズレア,2,眷属の召喚,108614010,6UL5w
起源の光、終焉の闇,ヴァンパイア,シルバーレア,1,ギルティブラッドメイデン・ブラー,108621010,6UMpI
起源の光、終焉の闇,ヴァンパイア,シルバーレア,2,銀鎖の使徒,108621020,6UMpS
起源の光、終焉の闇,ヴァンパイア,シルバーレア,1,血統の発現,108624010,6UNYA
起源の光、終焉の闇,ヴァンパイア,ゴールドレア,5,血統の王,108631010,6UPFY
起源の光、終焉の闇,ヴァンパイア,ゴールドレア,2,宵の吸血鬼・ヴァーニア,108631020,6UPFi
起源の光、終焉の闇,ヴァンパイア,ゴールドレア,0,眷属への贈り物,108634010,6UP-Q
起源の光、終焉の闇,ヴァンパイア,レジェンド,6,闇夜の姫・ヴァンピィ,108641010,6URho
起源の光、終焉の闇,ヴァンパイア,レジェンド,7,闇喰らいの蝙蝠,108641020,6URhy
起源の光、終焉の闇,ヴァンパイア,レジェンド,3,人狼の王・ヴァルツ,108641030,6URi6
起源の光、終焉の闇,ビショップ,ブロンズレア,2,デスサイズシスター,108711020,6Uini
起源の光、終焉の闇,ビショップ,ブロンズレア,5,リュカオン,108711030,6Uins
起源の光、終焉の闇,ビショップ,ブロンズレア,2,愚神礼賛,108713010,6UjGo
起源の光、終焉の闇,ビショップ,ブロンズレア,2,聖獅子の結晶,108714010,6UjWQ
起源の光、終焉の闇,ビショップ,シルバーレア,3,平和の紡ぎ手,108721010,6UlDo
起源の光、終焉の闇,ビショップ,シルバーレア,2,聖獅子の神殿,108722010,6UlTQ
起源の光、終焉の闇,ビショップ,シルバーレア,4,相克の翼像,108723010,6Ulj2
起源の光、終焉の闇,ビショップ,ゴールドレア,2,宝石の巫女,108731010,6Ung2
起源の光、終焉の闇,ビショップ,ゴールドレア,5,天狐の社,108732010,6Unvg
起源の光、終焉の闇,ビショップ,ゴールドレア,3,詠唱：白牙の神殿,108733010,6Uo9I
起源の光、終焉の闇,ビショップ,レジェンド,7,神の盾・ブローディア,108741010,6Uq6I
起源の光、終焉の闇,ビショップ,レジェンド,5,ケリュネイア,108741020,6Uq6S
起源の光、終焉の闇,ビショップ,レジェンド,6,ツタンカーメン,108741030,6Uq6c
起源の光、終焉の闇,ネメシス,ブロンズレア,2,歴史を知る者,108811010,6V5C2
起源の光、終焉の闇,ネメシス,ブロンズレア,4,冷酷な人形遣い,108811020,6V5CC
起源の光、終焉の闇,ネメシス,ブロンズレア,3,ジャンク,108811030,6V5CM
起源の光、終焉の闇,ネメシス,ブロンズレア,2,ロケットナックル,108814010,6V5ww
起源の光、終焉の闇,ネメシス,シルバーレア,2,造られし命・ミリアム,108821010,6V7eI
起源の光、終焉の闇,ネメシス,シルバーレア,5,剛腕の闘士・ディルク,108821020,6V7eS
起源の光、終焉の闇,ネメシス,シルバーレア,4,クリスタルキャノン,108822010,6V7tw
起源の光、終焉の闇,ネメシス,ゴールドレア,7,殺戮の人形・ツヴァイ,108831010,6VA4Y
起源の光、終焉の闇,ネメシス,ゴールドレア,3,狭間の悪魔,108831020,6VA4i
